1,2,P4737
2,3,P4737
3,4,P4737
4,5,P4737
5,2,P4746
6,3,P4746
7,4,P4746
8,5,P4746
9,6,P4746
10,2,P4765
11,3,P4765
12,4,P4765
13,5,P4765
14,6,P4765
15,2,P4772
16,3,P4772
17,4,P4772
18,5,P4772
19,2,T641W
20,2,T643W
21,2,T645W
22,2,T647W
23,2,T648W
24,2,T650W
25,2,P4811
26,3,P4811
27,2,T691W
28,3,T691W
29,2,P4819
30,3,P4819
31,2,P4882
32,3,P4882
33,4,P4882
34,2,T404W
35,2,P4745
36,2,P4729
37,3,P4729
38,2,P4761
39,4,P4761
